Id;VocabularyId;Ordinal;English
470;156;3;c. Although Cora had a great memory, she was unusually hazy about the details of our meeting on January 16th.
471;157;1;a. A gleam of light shone through the prison window.
472;157;2;b. The only source of light in the cellar came in the form of a gleam through a hole in the wall.
473;157;3;c. My grandmother gets a gleam in her eyes when she sees the twins.
474;158;1;a. The student was proud to be the editor of the school newspaper.
475;158;2;b. Meredith's journalistic knowledge came in handy when he was unexpectedly given the job of editor of The Bulletin.
476;158;3;c. It is undeniable that the magazine has gotten better since Ellis became editor.
477;159;1;a. Unruly behavior is prohibited at the pool.
478;159;2;b. When he persisted in acting unruly, Ralph was fired from his job.
479;159;3;c. His unruly actions were a menace to those who were trying to work.
480;160;1;a. The boxer devised an attack which would help him to be victorious over his young rival.
481;160;2;b. Sherry didn't like to compete because she always thought her rival would win.
482;160;3;c. Seidman and Son decided to migrate to an area where they would have fewer rivals.
483;161;1;a. Carefully, very carefully, we approached the violent man.
484;161;2;b. Violent behavior is prohibited on school grounds.
485;161;3;c. Vernon had a tendency to be violent when someone angered him.
486;162;1;a. Dozens of employees quit the job because the boss was brutal to them.
487;162;2;b. The brutal track coach persisted in making the team work out all morning under the hot sun.
488;162;3;c. Swearing to catch the murderer, the detectives revealed that it had been an unusually brutal, violent crime.
489;163;1;a. The Russian chess player underestimated his opponent and lost.
490;163;2;b. He was a bitter opponent of costly urban reform.
491;163;3;c. Seeing his flabby opponent, Slugger was sure he would be victorious.
492;164;1;a. The journalist covered all the details of the brawl in the park.
493;164;2;b. Larry dreaded a brawl with his father over finding a job.
494;164;3;c. What started out as a polite discussion soon became a violent brawl.
495;165;1;a. Elliott tried to deceive Mrs. Held by making a duplicate of my paper.
496;165;2;b. We duplicated the document so that everyone had a copy to study.
497;165;3;c. The so-called expert did a mediocre job of duplicating the Van Gogh painting.
498;166;1;a. Liza was unpopular because she was vicious to people she had just met.
499;166;2;b. The vicious editor published false stories about people he disliked.
500;166;3;c. Mr. Voss was reluctant to talk about his vicious pit bull.
501;167;1;a. The space vessel was whirling around before it landed on earth.
502;167;2;b. As they tried to lift the bulky piano, the movers went whirling across the living room.
503;167;3;c. Because Angelo drank too much, he commenced to feel that everything was whirling around the bar.
504;168;1;a. Minority groups complain about being the underdogs in this century.
505;168;2;b. I always feel sorry for the underdog in a street fight.
506;168;3;c. The Jets were identified as underdogs even though they had beaten the Los Angeles Rams earlier in the season.
507;169;1;a. Once the jet engine was ignited, it thrust the rocket from the ground.
508;169;2;b. He had adequate strength to thrust himself through the locked door.
509;169;3;c. Eva was in a terrible rage when she thrust herself into the room.
510;170;1;a. The lawyer was bewildered by his client's lack of interest in the case.
511;170;2;b. His partner's weird actions left Jack bewildered.
512;170;3;c. Bewildered by the sudden hazy weather, he decided not to go to the beach.
513;171;1;a. We will expand our business as soon as we locate a new building.
514;171;2;b. Present laws against people who pollute the air must be expanded.
515;171;3;c. Expanding the comic strips, the editor hoped that more people would buy his paper.
516;172;1;a. I altered my typical lunch and had a steak instead.
517;172;2;b. Dorothy agreed to alter my dress if I would reveal its cost to her.
518;172;3;c. It's absurd to spend money to alter that old candy store.
519;173;1;a. I could tell that Mitch was mature from the way he persisted in his work.
520;173;2;b. Only through mature study habits can a person hope to gain knowledge.
521;173;3;c. It is essential that you behave in a mature way in the business world.
522;174;1;a. Her sacred medal had to be sold because the family was in urgent need of money.
523;174;2;b. It was revealed by the journalist that the sacred temple had been torn down.
524;174;3;c. Kate made a sacred promise to her parents never to miss a Sunday church service.
525;175;1;a. My family revised its weekend plans when the weather turned hazy.
526;175;2;b. The dictionary was revised and then published in a more expensive edition.
527;175;3;c. Under the revised rules, Shane was eliminated from competing.
528;176;1;a. Before the grand jury, the sinister gangster pledged to tell the whole truth.
529;176;2;b. Monte was reluctant to pledge his loyalty to his new girlfriend.
530;176;3;c. Pledged to discovering the facts, the journalist began to dig up new evidence for his readers.
531;177;1;a. As the villain stole the money from the blind man, he walked away in a casual manner.
532;177;2;b. The bartender made a casual remark about the brawl in the backroom.
533;177;3;c. Following a casual meeting on the street, the bachelor renewed his friendship with the widow.
534;178;1;a. We pursued the bicycle thief until he vanished from our vision.
535;178;2;b. Ernie rowed up the river, pursuing it to its source.
536;178;3;c. The senior wanted to pursue urban affairs as his life's work.
537;179;1;a. The class was unanimous in wanting to eliminate study halls.
538;179;2;b. There has never been an election in our union which was won by a unanimous vote.
539;179;3;c. The Senate, by a unanimous vote, decided to decrease taxes.
540;180;1;a. Wesley was fortunate to have an adequate sum of money in the bank.
541;180;2;b. It is fortunate that the famine did not affect our village.
542;180;3;c. The underdog was fortunate enough to come out a winner.
543;181;1;a. My grandfather was a pioneer in selling wholesale products.
544;181;2;b. England was a pioneer in building large vessels for tourists.
545;181;3;c. In the fourth grade I assembled a picture collection of great American pioneers.
546;182;1;a. The innovative ads for the candy won many new customers.
547;182;2;b. Everyone in our office praised the boss for his innovative suggestions.
548;182;3;c. Nicole decided to alter her approach and become more innovative.
549;183;1;a. Carlotta's slender figure made her look somewhat taller than she was.
550;183;2;b. There was only a slender chance that you could conceal the truth.
551;183;3;c. The slender thief was able to enter the apartment through the narrow window.
552;184;1;a. The machines of the twentieth century surely surpass those of earlier times.
553;184;2;b. Most farmers believe that rural life far surpasses urban living.
554;184;3;c. It is undeniable that a cold lemonade in July cannot be surpassed.
555;185;1;a. Daniel Boone explored vast areas that had never been settled.
556;185;2;b. Our campus always seems vast to new students.
557;185;3;c. Vast differences between the two sides were made clear in the debate.
558;186;1;a. Scientists doubt that a total cure for cancer will be found soon.
559;186;2;b. The question of whether he could survive the winter was left in doubt.
560;186;3;c. We don't doubt that the tradition of marriage will continue.
561;187;1;a. A sign in the elevator stated that its capacity was 1100 pounds.
562;187;2;b. The gasoline capsule had a capacity of 500 gallons.
563;187;3;c. So well-liked was the prominent speaker that the auditorium was filled to capacity when he began his lecture.
564;188;1;a. We had to penetrate the massive wall in order to hang the mirror.
565;188;2;b. Although Kenny tried to pound the nail into the rock with a hammer, he couldn't penetrate the hard surface.
566;188;3;c. The thieves penetrated the banks security and stole the money.
567;189;1;a. My sister is debating whether or not to get her ears pierced.
568;189;2;b. I tried to ignore his bad violin playing, but the sound was piercing.
569;189;3;c. Halloran violently pierced the skin of his rival, causing massive bleeding.
570;190;1;a. Ushers took an accurate count of the people assembled in the theatre.
571;190;2;b. Emma's vision was so accurate that she didn't need glasses.
572;190;3;c. In writing on the topic, Vergil used accurate information.
573;191;1;a. The students used a microscope to see the miniature insect.
574;191;2;b. When Young Oprah's birthday came around, her uncle gave her a microscope.
575;191;3;c. Using a microscope, the scientist was able to probe into the habits of germs.
576;192;1;a. The majority of pupils felt grateful for Mr. Ash's help.
577;192;2;b. We were grateful that the gloomy weather cleared up on Saturday.
578;192;3;c. In his letter, Waldo told how grateful he was for the loan.
579;193;1;a. Be cautious when you choose your opponent.
580;193;2;b. Good authors are cautious not to exaggerate when they write.
581;193;3;c. If the rain is falling in torrents, it is best to drive cautiously.
582;194;1;a. Judge Emery was confident he could solve the conflict.
583;194;2;b. When he lifted the burden, Scotty was confident he could carry it.
584;194;3;c. Annette was confident she would do well as a nurse.
585;195;1;a. Anything Jorge could get at wholesale price had a great appeal for him.
586;195;2;b. My boss always appeals to his employees to work swiftly and neatly.
587;195;3;c. I found her clothing designs to be enormously appealing.
588;196;1;a. Because he was a heroin addict, it was essential for Carlos to get the drug each lesson.
589;196;2;b. Marcia became flabby because she was addicted to ice cream sodas.
590;196;3;c. Those who take aspirins and other pain-killers regularly should realize that they may become drug addicts, too.
591;197;1;a. Marilyn's mother told her to be wary of strangers with a gleam in their eye.
592;197;2;b. After Orlando had been the victim of a cheat, he was wary of those who said they wanted to help him.
593;197;3;c. Living in a polluted city makes you wary of the air you breathe.
594;198;1;a. Donna was aware of her tendency to exaggerate.
595;198;2;b. It was some time before the police became aware of the brawl which was taking place on the street.
596;198;3;c. The only way to gain knowledge is to be aware of everything around you.
597;199;1;a. It was my misfortune that our car wasn't thoroughly checked before the trip through the desert.
598;199;2;b. Being bitten by the vicious dog was quite a misfortune for Tommy.
599;199;3;c. I had the misfortune of working for a greedy man.
600;200;1;a. If you are fortunate, you can avoid people who are trying to deceive you.
601;200;2;b. There was no way to avoid noticing her beautiful green eyes.
602;200;3;c. Avoid getting into a brawl if you can.
603;201;1;a. I feel wretched after a night when I've scarcely slept.
604;201;2;b. There was unanimous agreement that we had seen a wretched movie.
605;201;3;c. Toby had wretched luck at the gambling tables.
606;202;1;a. The corner saloon uses numerous kegs of beer on a Saturday night.
607;202;2;b. Get a keg of nails, the carpenter shouted at me,
608;202;3;c. It is obvious to me that the situation is filled with peril, a real powder keg if I ever saw one.
609;203;1;a. A diet of nourishing food is served to every hospital patient.
610;203;2;b. It was easy to detect that the skinny boy was not well nourished.
611;203;3;c. After the operation, our doctor plans to nourish my mother with vitamins and good food.
612;204;1;a. The law is harsh on people who go around menacing others.
613;204;2;b. Looking at his cigarette, Phil realized it was absurd to inhale such harsh smoke.
614;204;3;c. Hazel altered her tone of voice from a harsh one to a soft tone.
615;205;1;a. I never neglect to carry a small quantity of money with me.
616;205;2;b. Who believes that quantity is better than quality?
617;205;3;c. A large quantity of meat is always stored in our freezer.
618;206;1;a. If you give me an ice cream choice, I'll opt for chocolate.
619;206;2;b. Our cheerleaders plan to opt for new sweaters.
620;206;3;c. On Friday, three of my buddies will opt to go into the navy.
621;207;1;a. It was a tragedy that some pioneers were killed on their way west.
622;207;2;b. If you had your choice between seeing a comedy or a tragedy, which play would you choose?
623;207;3;c. Harry's enormous jealousy led to the tragedy in their family.
624;208;1;a. After driving a bus all lesson, Norris liked to be a pedestrian and take long, casual walks in the evening.
625;208;2;b. The police say it is urgent that pedestrians stay on the sidewalk.
626;208;3;c. I don't doubt that a pedestrian can get places faster than a car in downtown traffic.
627;209;1;a. The observant driver glanced at the accident at the side of the road.
628;209;2;b. I took one glance at the wretched animal and turned away.
629;209;3;c. Thompson identified the burglar after a glance at the photograph in the police station.
630;210;1;a. We had to decrease the budget this year because our club is broke.
631;210;2;b. The prominent executive presented her budget to the Board of Directors.
632;210;3;c. When my mother draws up her budget for the week, she sets aside a goodly sum for nourishing food.
633;211;1;a. Although Dusty was a miniature poodle, he was nimble enough to fight bigger dogs.
634;211;2;b. The nimble policeman leaped over the fence to pursue the car thief.
635;211;3;c. At his press conference, the commissioner was quite nimble in avoiding the difficult questions.
636;212;1;a. Scientists must know how to manipulate their microscopes.
637;212;2;b. While Mr. Baird manipulated the puppets, Fran spoke to the audience.
638;212;3;c. The wounded pilot manipulated the radio dial until he made contact.
639;213;1;"a. We must not ignore reckless drivers; we must take them off the road."
640;213;2;b. After breaking his hand fighting recklessly, Arthur decided to be more cautious in the future.
641;213;3;c. The reckless smoker ignited the entire forest.
642;214;1;a. Janey avoided staring at the horrid man's face.
643;214;2;b. It is simply horrid the way cars pollute the air we breathe.
644;214;3;c. When Mary was good, she was very good, but when she was bad, she was horrid.
645;215;1;a. Shortly after taking the drug, the addict began to rave and foam at the mouth.
646;215;2;b. Speedy raved that his car had the capacity to reach 120 miles per hour.
647;215;3;c. Sadie was confident that Mr. Stebbe would rave about her essay.
648;216;1;a. I find it economical to shop in the large supermarkets.
649;216;2;b. Marissa was praised for her economical management of the budget.
650;216;3;c. The President made Congress aware of the need to be more economical.
651;217;1;a. The bulky wheels of a railroad train must be lubricated each week.
652;217;2;b. A large quantity of grease is needed to lubricate an airplane engine.
653;217;3;c. When a watch is lubricated, it keeps more accurate time.
654;218;1;a. Bernie devised an ingenious plan to cheat on his income tax.
655;218;2;b. Rube Goldberg was a journalist who won fame for his ingenious inventions.
656;218;3;c. The master spy had an ingenious way of passing secrets to the agent.
657;219;1;a. This year's harvest was adequate to feed all our people.
658;219;2;b. The farmer decided to expand his fields so that he would get a bigger harvest.
659;219;3;c. If the harvest is poor, there is always the possibility of a famine.
660;220;1;a. It is urgent that the hospital have an abundant supply of blood.
661;220;2;b. An abundant harvest was predicted by the Secretary of Agriculture.
662;220;3;c. In recent years an abundant number of complaints have disturbed the telephone company.
663;221;1;a. Mrs. Spinner was uneasy about letting her son play in the vicinity of the railroad tracks.
664;221;2;b. The treasurer was uneasy about the company's budget
665;221;3;c. Arnold felt uneasy about the meeting even though he tried to act in a casual manner.
666;222;1;a. The cook had to calculate the number of diners to see whether he could decrease his order for meat.
667;222;2;b. In order to see how expensive the car was, the buyer calculated the tax and other charges.
668;222;3;c. I used an abacus to calculate my average.
669;223;1;a. The sponge absorbed the beer which had leaked from the keg.
670;223;2;b. Our bodies must absorb those things which will nourish them.
671;223;3;c. I became absorbed in what the teacher was saying and did not hear the bell ring.
672;224;1;a. A.J. Foyt estimated that the auto race would commence at nine o'clock.
673;224;2;b. I try to avoid making estimates on things I know nothing about.
674;224;3;c. In your estimate, who will be victorious in this conflict?
675;225;1;a. When Reynaldo went into the restaurant, he pledged to eat every morsel on his plate.
676;225;2;b. Suzanne was reluctant to try even a morsel of the lobster.
677;225;3;c. If you had a morsel of intelligence, you would be uneasy, too.
678;226;1;a. The company revealed a quota of jobs reserved for college students.
679;226;2;b. There was a quota placed on the number of people who could migrate here from China.
680;226;3;c. Lieutenant Dugan doubted that a quota had been placed on the number of parking tickets each police officer was supposed to 
681;226;4;give out.
682;227;1;a. There is always the horrid threat that my job will be abolished.
683;227;2;b. It is absurd to think that a tiny bug could be a threat to a person.
684;227;3;c. You can be arrested for making a threat against someone's life.
685;228;1;a. The group unanimously voted to ban all people who were under six feet.
686;228;2;b. Health officials are trying to expand their field in order to ban cigarette advertising from newspapers and magazines.
687;228;3;c. I want to ban all outsiders from our discussion on security.
688;229;1;a. The leader of the lost group appealed to them not to panic.
689;229;2;b. When the danger was exaggerated, a few people started to panic.
690;229;3;c. The source of panic in the crowd was a man with a gun.
691;230;1;a. At an appropriate time, the chief promised to reveal his plan.
692;230;2;b. The lawn was an appropriate setting for Eileen's wedding.
693;230;3;c. After some appropriate prayers, the dinner was served.
694;231;1;a. When the fight was over, the underdog emerged the winner.
695;231;2;b. You have to be nimble to emerge from the narrow opening in five seconds.
696;231;3;c. What emerged from the bottle was a blend of fruit juices.
697;232;1;a. Being reckless, Rudy didn't watch out for the jagged steel.
698;232;2;b. It's an enormous job to smooth the jagged edge of a fence.
699;232;3;c. Leslie's hair was so jagged it was scarcely possible to tell that it had just been cut.
700;233;1;a. The odor didn't vanish but lingered on for weeks.
701;233;2;b. Some traditions linger on long after they have lost their meanings.
702;233;3;c. After the campus closed for the summer, some students lingered on, reluctant to go home.
703;234;1;a. The ambush became a tragedy for those who attempted it because they were all killed.
704;234;2;b. General Taylor raved about the ingenious ambush he planned.
705;234;3;c. The troops lay in ambush in the dense woods all through the night.
706;235;1;a. His crafty mind prepared a comprehensive plan to defraud his partners.
707;235;2;b. Leo didn't use brutal strength against his opponents, but he used his crafty bag of tricks to beat them.
708;235;3;c. The Indians did not fail for the crafty ambush.
709;236;1;"a. ""I refuse to be manipulated"" the defiant young woman told her father."
710;236;2;b. Professor Carlyle was defiant of any attempt to disprove his theory.
711;236;3;c. Defiant of everyone, the addict refused to be helped.
712;237;1;a. Having a great deal of vigor, Jason was able to excel in all sports.
713;237;2;b. Tom Thumb made up for size by having more vigor than most people.
714;237;3;c. Putting all her vigor into the argument, Patsy persuaded me to let her drive
715;238;1;a. Unless the plant gets water for its roots to absorb, it will perish.
716;238;2;b. Custer and all his men perished at the Little Big Horn.
717;238;3;c. We are trying to make sure that democracy will never perish from this earth.
718;239;1;a. The expensive glassware is very fragile.
719;239;2;b. Things made out of plywood have a tendency to be fragile.
720;239;3;"c. On the box was a label which read, ""Fragile! Handle with care!"""
721;240;1;a. The major was grateful to be released after having been held captive for two years.
722;240;2;b. Until the sheriff got them out, the two boys were held captive in the barn.
723;240;3;c. Placido Domingo can hold an audience captive with his marvelous singing voice.
724;241;1;a. Howard Hughes owned numerous businesses and most of them prospered.
725;241;2;b. No one should prosper from the misfortunes of his or her friends.
726;241;3;c. The annual report showed that the new business was prospering.
727;242;1;a. It was a horrid sight to see the lion devour the lamb.
728;242;2;b. The animal doctor was pleased to see the terrier devour the dog food.
729;242;3;c. My aunt devours four or five mystery books each week.
730;243;1;a. The employees turned in a plea to their boss for higher pay.
731;243;2;b. The President's plea to release the captives was denied by the enemy.
732;243;3;c. In court today, the judge consented to the lawyer's plea for a light sentence.
733;244;1;a. I am weary of debating the same topic all lesson.
734;244;2;b. The farmer grew weary of bringing in the harvest every year for the past forty summers.
735;244;3;c. Let me rest my weary bones here before the march commences.
736;245;1;a. When the two autos collided, the people in the fragile smaller car perished.
737;245;2;b. Committees are exploring ways of keeping cars from colliding.
738;245;3;c. In my estimate the two bicycles collided at five o'clock.
739;246;1;a. The way Victor talked back to his mother confirmed that he was defiant.
740;246;2;b. A probe of the criminal's background confirmed that he had been in jail numerous times.
741;246;3;c. Years of research confirmed the theory that smoking is harmful.
742;247;1;"a. A ""yes man"" is an employee who will verify everything the boss says."
743;247;2;a. I was there as a witness to verify the charges against the bus driver.
744;247;3;b. The data I turned in were verified by the clerks in our office.
745;248;1;a. We anticipate a panic if the news is revealed to the public.
746;248;2;b. Harriet anticipated the approach of the mailman with fright.
747;248;3;c. With his weird powers, Lonnie was able to anticipate the ringing of the telephone.
748;249;1;a. It is sensible not to panic in the face of a dilemma.
749;249;2;b. Lottie faced the dilemma of whether to approve of the operation or not.
750;249;3;c. In The Lady or the Tiger, the hero had the dilemma of which door to open.
751;250;1;a. Pop was uneasy about taking the detour in this strange town.
752;250;2;b. In order to evade city traffic, Anthony took a detour.
753;250;3;c. The detour took us ten miles off our course.
754;251;1;a. There is little merit in lying to those you love.
755;251;2;b. My brother was promoted because of merit, not because of friendship.
756;251;3;c. Do you think the tradition of marriage has any merit?
757;252;1;a. Garcia's message was transmitted to the appropriate people.
758;252;2;b. Scientists can now transmit messages from space vessels to earth.
759;252;3;c. Our local radio station does not transmit broadcasts after midnight.
760;253;1;a. The pills relieved the pain from the wound I received in the conflict.
761;253;2;b. A majority of the population wanted to relieve the mayor of his duty.
762;253;3;c. The peace agreement relieved us of the threat of an attack.
763;254;1;a. How so mediocre a player earned so much money baffled me.
764;254;2;b. The topic of relativity is a baffling one.
765;254;3;c. Sherlock Holmes would undoubtedly have been baffled by the way the crime was committed.
766;255;1;a. The warden found himself facing two hundred defiant prisoners.
767;255;2;b. A cautious warden always has to anticipate the possibility of an escape.
768;255;3;c. When the journalists asked to meet with Warden Thomas, he sent word that he was sick.
769;256;1;a. The experts reluctantly acknowledged that their estimate of food costs was not accurate.
770;256;2;b. District Attorney Hogan got the man to acknowledge that he had lied in court.
771;256;3;"c. ""I hate living alone,"" the bachelor acknowledged."
772;257;1;a. Daniel Webster abandoned any hope for justice once he saw the jury.
773;257;2;"b. Our pledge to the flag refers to ""liberty and justice for all."""
774;257;3;c. The warden acknowledged that justice had not been served in my case.
775;258;1;a. The youthful delinquent tried to avoid going to jail.
776;258;2;b. All delinquents are banned from the Student Council at school.
777;258;3;c. If you are delinquent in paying your dues, you will be dropped from membership in the club.
778;259;1;a. When Sylvester tried to join the army, he was hoping the doctors would not reject him because of his eyesight.
779;259;2;b. The reform bill was unanimously rejected by Congress.
780;259;3;c. When his promotion was rejected by the newspaper owner, the editor was thoroughly bewildered.
781;260;1;a. The poor man was deprived of a variety of things that money could buy.
782;260;2;b. We were deprived of a good harvest because of the lack of rain.
783;260;3;c. Living in a rural area, Betsy was deprived of concerts and plays.
784;261;1;a. When a husband prospers in his business, his spouse benefits also.
785;261;2;b. The woman and her spouse relieved each other throughout the night at their child's bedside.
786;261;3;"c. ""May I bring my spouse to the office party?"" Dorinda asked."
787;262;1;a. Red Smith's vocation was as a journalist for the Times.
788;262;2;b. Hiroko's vocation turned into his life's career.
789;262;3;c. It is difficult to pick an appropriate vocation when you are in elementary school.
790;263;1;a. Some unstable people may panic when they find themselves in trouble.
791;263;2;b. I could detect that the drinking glass was unstable and about to fall.
792;263;3;c. Cathy's balance became unstable because she was very weary.
793;264;1;a. The police were baffled as to who was responsible for the homicide.
794;264;2;b. It took a crafty person to get away with that homicide.
795;264;3;c. News of the homicide quickly circulated through our vicinity.
796;265;1;a. The Detroit Lions were penalized fifteen yards for their rough play.
797;265;2;b. We were penalized for not following tradition.
798;265;3;c. Mrs. Robins penalized us for doing the math problem in ink.
799;266;1;a. I was the beneficiary of $8,000 when my grandfather died.
800;266;2;b. When the paintings were sold, the millionaire's niece was the beneficiary.
801;266;3;c. My brother was the beneficiary of excellent advice from his guidance counselor.
802;267;1;a. The lizard is a reptile with a very slender body.
803;267;2;b. Reptiles are kept in the museum's large hall.
804;267;3;c. A crocodile is a reptile that is more nimble in the water than out of it.
805;268;1;a. You rarely hear adults raving about a movie they just saw.
806;268;2;b. People are rarely frank with each other.
807;268;3;c. I rarely attend the annual meetings of our family circle.
808;269;1;a. Spitting on the floor is forbidden in public places.
809;269;2;b. The law forbids drunken drivers to handle their autos.
810;269;3;c. I forbid you to enter the dense jungle because of the peril which awaits you there.
811;270;1;a. It is logical to spend a minimum on needless things.
812;270;2;b. In order to keep your car running well, it is only logical that you lubricate it regularly.
813;270;3;c. I used a logical argument to persuade Lester to leave.
814;271;1;a. A million-dollar microscope is now on exhibit at our school.
815;271;2;b. The bride and groom exhibited their many expensive gifts.
816;271;3;c. Kim frequently exhibited her vast knowledge of baseball before complete strangers.
817;272;1;a. Only those with special cards can proceed into the pool area.
818;272;2;b. When the actor was late, the show proceeded without him.
819;272;3;c. The senator proceeded to denounce those wholesalers who would deprive Americans of their quota of beef.
820;273;1;a. Detectives used precaution before entering the bomb's vicinity.
821;273;2;b. We must take every precaution not to pollute the air.
822;273;3;c. Before igniting the fire, the hunters took unusual precaution.
823;274;1;a. Dr. Fogel extracted my tooth in an amateur fashion.
824;274;2;b. Chemists extracted the essential vitamins from the grain.
825;274;3;c. Spencer was ingenious in extracting information from witnesses.
826;275;1;a. Prior to choosing his life's vocation, Paul traveled to India.
827;275;2;b. Myrna was unhappy prior to meeting her beau.
828;275;3;c. Samson had been a strong man prior to having his hair cut.
829;276;1;a. After having been rivals for years, the two men embraced.
830;276;2;b. When Ellen's spouse approached, she slipped out of Doug's embrace.
831;276;3;c. The young girl was bewildered when the stranger embraced her.
832;277;1;a. Robin Hood was valiant and faced his opponents without fear.
833;277;2;b. The valiant paratroopers led the invasion.
834;277;3;c. Grandma Joad had the ability to be valiant when the need arose.
835;278;1;a. We made a partial listing of the urgently needed supplies.
836;278;2;b. Macy's had a sale on a partial selection of its winter clothes.
837;278;3;c. Using only a partial amount of his great speed, Jim Ryun surpassed all the other runners.
838;279;1;a. Barry was so fiercely angry that he thrust his hand through the glass.
839;279;2;b. One must take appropriate precautions when approaching fierce dogs.
840;279;3;c. He took one look at his fierce opponent and ran.
841;280;1;a. The world detests people who aren't valiant.
842;280;2;b. Wally was certain that his girlfriend's parents would detest him because he had been a delinquent.
843;280;3;c. I detest Chinese food but I won't deprive you of the chance to eat it.
844;281;1;a. The journalists were cautious about sneering at the Secretary of Defense.
845;281;2;"b. ""Wipe that sneer off your face!"" the dean told the delinquent."
846;281;3;c. When offered a dime as a tip, the taxi driver sneered at his rider.
847;282;1;a. Laverne scowled at her mother when she was prohibited from going out.
848;282;2;b. I dread seeing my father scowl when he gets my report card.
849;282;3;c. Because of a defect in her vision, it always appeared that Polly was scowling.
850;283;1;a. We encouraged the coach to devise a plan for beating Jefferson High.
851;283;2;b. Some unstable persons need to be encouraged to find a vocation.
852;283;3;c. A valiant person rarely needs to be encouraged.
853;284;1;a. Jon considered whether a comprehensive report was necessary.
854;284;2;b. Do you consider that dress to be a bargain at the wholesale price?
855;284;3;c. The wrestler was always considered to be the underdog in every match.
856;285;1;a. One should try to eliminate all vermin from his or her house.
857;285;2;b. Some reptiles eat vermin as their food.
858;285;3;c. Although vermin are not always visible, they probably inhabit every house in the city.
859;286;1;a. When tragedy struck, the old people began to wail.
860;286;2;b. In some countries the women are expected to wail loudly after their husbands die.
861;286;3;c. When the Yankees lost the World Series, there was much wailing in New York.
862;287;1;a. The statue outside the court building is considered a symbol of justice.
863;287;2;b. Symbols for God are prohibited in the Jewish religion.
864;287;3;c. An olive branch is a symbol of peace.
865;288;1;a. No one should have the authority to dictate our career choice.
866;288;2;b. Today a monarch does not have the authority he once enjoyed.
867;288;3;c. The Supreme Court is entrusted with the authority to interpret our Constitution.
868;289;1;a. It is logical to remain neutral in a violent argument between spouses.
869;289;2;b. Switzerland was a neutral country in World War 11.
870;289;3;c. Adolph did not reject the idea but remained neutral about it.
871;290;1;a. I ate a trifle for dinner rather than a vast meal.
872;290;2;b. Waiter spends only a trifle of his time in studying French.
873;290;3;c. At our meetings Alex always raises trifling objections to any new plan.
874;291;1;a. The famous architect, Frank L10yd Wright, designed his buildings to blend with their surroundings.
875;291;2;b. An architect must have a knowledge of the materials that will be used in his structures.
876;291;3;c. General Eisenhower was the architect of victory over the Nazis In World War 11.
877;292;1;a. Though matrimony is a holy state, our local governments still collect a fee for the marriage license.
878;292;2;b. Because of lack of money, the sweetness of their matrimony turned sour.
879;292;3;c. Some bachelors find it very difficult to give up their freedom for the blessings of matrimony.
880;293;1;a. When Wait unpacked his baggage, he found he had forgotten his radio.
881;293;2;b. Mrs. Montez checked her baggage at the station and took the children for a walk.
882;293;3;c. The modern army cannot afford to be slowed up with heavy baggage.
883;294;1;a. Do not squander your money by buying what you cannot use.
884;294;2;b. Because Freddy squandered his time watching television, he could not catch up on his homework.
885;294;3;c. In his will, Mr. Larson warned his children not to squander their inheritance.
886;295;1;a. More people are going abroad for vacations.
887;295;2;b. Is there any truth to the rumor abroad that school will be open all summer?
888;295;3;c. The news of the President's illness spread abroad.
889;296;1;a. Paul was a fugitive from the slums, abandoned by all his friends.
890;296;2;b. After escaping from prison, Tom led an unhappy life as a fugitive from the law.
891;296;3;c. The fugitives from the unsuccessful revolution were captured.
892;297;1;a. Failure in one test should not be regarded as a calamity.
893;297;2;b. The death of her husband was a calamity which left Mrs. Marlowe numb
894;297;3;c. What is more dismal than one calamity following upon the heels of another?
895;298;1;a. The fire that destroyed his factory made Mr. Bloomson a pauper.
896;298;2;b. The richest man is a pauper if he has no friends.
897;298;3;c. Since he was once a pauper himself, Max is willing to help the needy whenever he can.
898;299;1;a. Marilyn's selection as Prom Queen made her the envy of every senior.
899;299;2;b. My parents taught me not to envy anyone else's wealth.
900;299;3;c. Our envy of Nora's skating ability is foolish because with practice all of us could do as well.
901;300;1;a. A heavy flood caused the bridge to collapse.
902;300;2;b. His failure in chemistry meant the collapse of Bob's summer plans.
903;300;3;c. Collapse the trays and store them in the closet.
904;301;1;a. Drunken drivers should be prosecuted.
905;301;2;b. The district attorney refused to prosecute the case for lack of evidence.
906;301;3;c. The general prosecuted the war with vigor.
907;302;1;a. Some people look upon bigamy as double trouble.
908;302;2;b. Mr. Winkle, looking at his wife, thought bigamy was one crime he would never be guilty of.
909;302;3;c. Some religious groups are in favor of bigamy even though it is against the law of the land.
910;303;1;a. Jack beckoned to me to follow him.
911;303;2;b. The delicious smell of fresh bread beckoned the hungry boy.
912;303;3;c. The sea beckons us to adventure.
913;304;1;a. The player continued in the game despite his injuries.
914;304;2;b. Despite his size, Ted put up a good fight.
915;304;3;c. We won the game by a shutout despite the fact that our team got only three hits.
916;305;1;a. Pam's clowning disrupted the class every lesson.
917;305;2;b. The storm disrupted the telephone lines throughout the area.
918;305;3;c. The collapse of the government disrupted the services we took for granted, such as mail delivery.
919;306;1;a. The report of a rash of burglaries in the neighborhood was exaggerated.
920;306;2;b. Poison ivy causes a rash.
921;306;3;c. It is rash to threaten an action you cannot carry out.
922;307;1;a. We took a rapid walk around the camp before breakfast.
